時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2026/01/25 08:05:48,352,0,現金,XK36105801,,套餐起司蛋(1)|套餐起司蛋(1)|套餐培根起司蛋(1)|套餐培根起司蛋(1)
2026/01/25 08:09:19,185,0,信用卡,XK36105802,,鮪魚堡6吋(1)|奶油餅乾(1)|橙皮可可餅乾(1)
2026/01/25 08:11:19,166,0,FoodPanda,XK36105803,,素食蔬菜(1)
2026/01/25 08:31:32,110,0,信用卡,XK36105804,,嫩切雞肉堡6吋(1)
2026/01/25 08:34:24,52,0,現金,XK36105805,,起司蛋堡(1)
2026/01/25 08:38:41,108,0,現金,XK36105806,,套餐厚牛起司蛋(1)
2026/01/25 08:57:03,220,0,現金,XK36105807,,鮮嫩雞柳堡6吋(1)|切絲巧達起司一份(1)|C套餐(1)
2026/01/25 09:08:35,238,0,現金,XK36105808,,百味俱樂部堡6吋(1)|百味俱樂部雙份肉料(1)|C套餐(1)
2026/01/25 09:14:16,60,0,現金,XK36105809,,餅乾3片(1)
2026/01/25 09:19:10,256,0,Line Pay,XK36105810,,厚切牛起司蛋堡(2)|厚切牛起司蛋烤餅(1)
2026/01/25 09:24:49,106,0,信用卡,XK36105811,,套餐起司蛋(1)|美式咖啡熱(1)
2026/01/25 09:27:44,73,0,信用卡,XK36105812,,套餐起司蛋(1)
2026/01/25 09:29:57,480,0,信用卡,XK36105813,,百味俱樂部堡12吋(1)|燒烤牛肉堡12吋(1)
2026/01/25 09:32:14,73,0,現金,XK36105814,,套餐起司蛋(1)
2026/01/25 09:34:57,124,0,現金,XK36105815,,火腿起司蛋堡(2)
2026/01/25 09:37:53,52,0,現金,XK36105816,,起司蛋堡(1)
2026/01/25 09:42:14,88,0,現金,XK36105817,,套餐火腿起司蛋(1)
2026/01/25 10:05:31,270,0,現金,XK36105819,,香烤雞肉堡12吋(1)|酪梨泥一球(1)
2026/01/25 10:04:23,196,0,信用卡,XK36105818,,套餐厚牛起司蛋(1)|套餐火腿起司蛋(1)
2026/01/25 10:19:37,486,0,現金,XK36105820,,厚切嫩牛沙拉(2)|3塊鷹嘴豆泥餅(2)
2026/01/25 10:21:43,160,0,信用卡,XK36105821,,香烤雞肉堡6吋(1)|蛋沙拉1球(1)
2026/01/25 10:31:34,83,0,現金,XK36105822,,套餐火腿起司蛋(1)
2026/01/25 10:34:24,128,0,Line Pay,XK36105823,,照燒雞肉堡6吋(1)
2026/01/25 10:47:21,249,0,FoodPanda,XK36105824,,嫩切雞肉(1)|外送單點(1)
2026/01/25 11:03:34,455,0,UberEats,XK36105825,,6吋義大利經典潛艇堡 6-Inch Italian B.M.T.TM Sub(1)|6吋鮮嫩雞柳潛艇堡 6-Inch Chicken Strips Sub(1)
2026/01/25 11:15:49,262,0,現金,XK36105826,,蛋沙拉堡12吋(1)|培根1條(1)|培根1條(1)
2026/01/25 11:19:46,110,0,Line Pay,XK36105827,,嫩切雞肉堡6吋(1)
2026/01/25 11:21:32,213,0,現金,XK36105828,,火腿堡6吋(1)|火腿雙份肉料(1)|A套餐(1)
