時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2025/12/08 08:05:49,88,0,現金,VM14254961,,套餐火腿起司蛋(1)
2025/12/08 08:17:57,237,0,Line Pay,VM14254962,,辣豆瓣嫩牛6吋(1)|D套餐(1)
2025/12/08 08:18:47,82,0,現金,VM14254963,,厚切牛起司蛋堡(1)
2025/12/08 08:23:18,217,0,現金,VM14254964,,鮮嫩雞柳烤餅6吋(1)|G套餐(1)
2025/12/08 08:27:21,163,0,現金,VM14254965,,鮮嫩雞柳堡6吋(1)|無糖紅茶冰(1)
2025/12/08 08:29:28,416,0,UberEats,VM14254966,,6吋香烤雞肉潛艇堡 6-Inch Roasted Chicken Breast Sub(2)
2025/12/08 08:38:58,210,0,現金,VM14254967,,鮮嫩雞柳堡6吋(1)|F套餐(1)
2025/12/08 08:41:42,163,0,現金,VM14254968,,嫩切雞肉堡6吋(1)|A套餐(1)
2025/12/08 08:50:22,218,0,現金,VM14254969,,鮪魚沙拉(1)|鮪魚雙份肉料(1)
2025/12/08 08:59:07,143,0,信用卡,VM14254970,,套餐培根起司蛋(1)|酪梨泥一球(1)
2025/12/08 09:03:46,302,0,現金,VM14254971,,蛋沙拉堡6吋(1)|厚切牛起司蛋堡(1)|C套餐(1)|酪梨泥一球(1)
2025/12/08 09:04:42,120,0,Line Pay,VM14254972,,蛋沙拉堡6吋(1)
2025/12/08 09:05:37,55,0,Line Pay,VM14254973,,C套餐(1)
2025/12/08 09:08:28,257,0,信用卡,VM14254974,,燒烤牛肉堡6吋(1)|F套餐(1)|杯裝飲料(16oz)(1)
2025/12/08 09:36:30,237,0,Line Pay,VM14254975,,辣豆瓣嫩牛6吋(1)|D套餐(1)
2025/12/08 09:42:41,149,0,信用卡,VM14254976,,厚切嫩牛堡6吋(1)
2025/12/08 10:08:41,211,0,FoodPanda,VM14254977,,照燒雞肉(1)
2025/12/08 10:18:26,89,0,現金,VM14254978,,素食蔬菜堡6吋(1)
2025/12/08 10:23:31,174,0,信用卡,VM14254979,,素食蔬菜堡6吋(1)|F套餐(1)
2025/12/08 10:26:31,115,0,信用卡,VM14254980,,墨西哥辣牛堡6吋(1)
2025/12/08 10:29:54,162,0,信用卡,VM14254981,,燒烤牛肉堡6吋(1)|培根1條(1)
2025/12/08 10:32:32,180,0,現金,VM14254982,,蛋沙拉堡6吋(1)|餅乾3片(1)
2025/12/08 10:52:58,339,0,信用卡,VM14254983,,鮮嫩雞柳堡6吋(1)|義大利牛肉丸堡6吋(1)|F套餐(1)
