時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2025/11/21 08:07:28,188,0,現金,VM14252339,,百味俱樂部烤餅6吋(1)|拿鐵熱(1)
2025/11/21 08:08:36,125,0,現金,VM14252340,,香烤雞肉堡6吋(1)
2025/11/21 08:11:28,82,0,現金,VM14252341,,厚切牛起司蛋堡(1)
2025/11/21 08:12:41,89,0,現金,VM14252342,,素食蔬菜堡6吋(1)
2025/11/21 08:18:22,78,0,現金,VM14252343,,套餐起司蛋(1)
2025/11/21 08:34:18,216,0,現金,VM14252344,,蛋沙拉堡12吋(1)
2025/11/21 08:49:33,125,0,現金,VM14252345,,香烤雞肉堡6吋(1)
2025/11/21 09:09:10,179,0,現金,VM14252346,,培根起司蛋堡(1)|蛋沙拉1球(1)|C套餐(1)
2025/11/21 09:24:51,125,0,現金,VM14252347,,鮪魚堡6吋(1)
2025/11/21 09:28:02,481,0,現金,VM14252348,,墨西哥辣牛烤餅6吋(1)|拿鐵冰(1)|墨西哥辣牛堡6吋(1)|墨西哥辣牛堡6吋(1)|美式咖啡冰(1)|美式咖啡冰(1)
2025/11/21 09:42:02,216,0,現金,VM14252349,,套餐厚牛起司蛋(1)|套餐厚牛起司蛋(1)
2025/11/21 09:57:30,105,0,現金,VM14252350,,起司蛋堡(1)|A套餐(1)
2025/11/21 10:07:09,170,0,現金,VM14252351,,蛋沙拉堡6吋(1)|拿鐵熱(1)
2025/11/21 10:18:39,120,0,現金,VM14252352,,餅乾3片(1)|餅乾3片(1)
2025/11/21 10:35:03,176,0,現金,VM14252353,,套餐火腿起司蛋(2)
2025/11/21 10:42:49,82,0,現金,VM14252354,,厚切牛起司蛋堡(1)
2025/11/21 10:44:18,78,0,現金,VM14252355,,套餐起司蛋(1)
2025/11/21 10:45:42,249,0,現金,VM14252356,,燒烤牛肉堡6吋(1)|嫩切雞肉堡6吋(1)
2025/11/21 10:51:14,184,0,現金,VM14252357,,厚切嫩牛堡6吋(1)|蛋沙拉1球(1)
2025/11/21 11:02:53,180,0,現金,VM14252358,,鮪魚堡6吋(1)|C套餐(1)
2025/11/21 11:07:35,163,0,現金,VM14252359,,照燒雞肉堡6吋(1)|蛋沙拉1球(1)
2025/11/21 11:11:20,1300,0,現金,VM14252360,,燒烤牛肉堡6吋(1)|燒烤牛肉堡6吋(1)|義大利牛肉丸堡6吋(1)|照燒雞肉堡6吋(1)|酪梨泥一球(1)|3塊鷹嘴豆泥餅(1)|蛋沙拉堡6吋(1)|嫩切雞肉堡12吋(1)|厚切嫩牛堡6吋(1)|嫩切雞肉堡12吋(1)
2025/11/21 11:22:01,125,0,現金,VM14252361,,鮮嫩雞柳堡6吋(1)
2025/11/21 11:27:02,139,0,現金,VM14252362,,燒烤牛肉堡6吋(1)
2025/11/21 11:29:24,271,0,FoodPanda,VM14252363,,鮪魚(1)|蛋沙拉1球(1)
2025/11/21 11:34:42,25,0,現金,VM14252364,,餅乾1片(1)
2025/11/21 11:38:38,283,0,現金,VM14252365,,百味俱樂部堡12吋(1)|A套餐(1)
2025/11/21 11:42:02,180,0,現金,VM14252366,,義大利經典堡6吋(1)|酪梨泥一球(1)
2025/11/21 11:45:00,48,0,現金,VM14252367,,A套餐(1)
2025/11/21 11:48:48,150,0,現金,VM14252368,,鮪魚堡6吋(1)|餅乾1片(1)
2025/11/21 11:58:38,155,0,現金,VM14252369,,嫩切雞肉堡6吋(1)|酪梨泥一球(1)
2025/11/21 12:00:50,105,0,現金,VM14252370,,火腿堡6吋(1)
2025/11/21 12:04:47,205,0,現金,VM14252371,,照燒雞肉沙拉(1)|蛋沙拉1球(1)
2025/11/21 12:06:30,125,0,現金,VM14252372,,鮮嫩雞柳堡6吋(1)
2025/11/21 12:07:26,367,0,現金,VM14252373,,鮪魚沙拉(1)|辣豆瓣嫩牛6吋(1)|酪梨泥一球(1)
2025/11/21 12:10:23,110,0,現金,VM14252374,,嫩切雞肉堡6吋(1)
2025/11/21 12:11:42,125,0,現金,VM14252375,,鮪魚堡6吋(1)
2025/11/21 12:13:10,415,0,現金,VM14252376,,燒烤牛肉堡12吋(1)|火腿堡6吋(1)|餅乾3片(1)
2025/11/21 12:16:26,172,0,現金,VM14252377,,厚切嫩牛堡6吋(1)|培根1條(1)
2025/11/21 12:16:59,174,0,現金,VM14252378,,燒烤牛肉堡6吋(1)|蛋沙拉1球(1)
2025/11/21 12:18:43,207,0,現金,VM14252379,,厚切嫩牛堡6吋(1)|蛋沙拉1球(1)|培根1條(1)
2025/11/21 12:19:54,163,0,現金,VM14252380,,哈燒起司總匯堡6吋(1)|美式咖啡熱(1)
2025/11/21 12:21:21,223,0,現金,VM14252381,,照燒雞肉堡6吋(1)|蛋沙拉1球(1)|C套餐(1)
2025/11/21 12:23:37,200,0,現金,VM14252382,,百味俱樂部堡6吋(1)|C套餐(1)
2025/11/21 12:25:12,266,0,現金,VM14252383,,厚切嫩牛堡6吋(1)|酪梨泥一球(1)|C套餐(1)
2025/11/21 12:26:28,160,0,現金,VM14252384,,鮮嫩雞柳堡6吋(1)|嫩煎蛋一片(1)
2025/11/21 12:29:36,371,0,現金,VM14252385,,素食蔬菜堡12吋(1)|墨西哥辣牛堡12吋(1)
2025/11/21 12:32:21,139,0,現金,VM14252386,,燒烤牛肉堡6吋(1)
2025/11/21 12:33:30,139,0,現金,VM14252387,,燒烤牛肉堡6吋(1)
2025/11/21 12:34:22,260,0,現金,VM14252388,,鮮嫩雞柳堡6吋(1)|義大利經典堡6吋(1)
2025/11/21 12:37:19,202,0,現金,VM14252389,,厚切嫩牛堡6吋(1)|A套餐(1)
2025/11/21 12:40:12,308,0,現金,VM14252390,,鮮嫩雞柳堡6吋(1)|義大利經典堡6吋(1)|A套餐(1)
