時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2025/12/23 08:12:23,82,0,信用卡,VM14257161,,厚切牛起司蛋堡(1)
2025/12/23 08:15:56,102,0,現金,VM14257162,,辣牛沙拉捲餅(1)
2025/12/23 08:19:00,82,0,現金,VM14257163,,厚切牛起司蛋堡(1)
2025/12/23 08:38:37,89,0,現金,VM14257164,,素食蔬菜堡6吋(1)
2025/12/23 08:41:21,128,0,現金,VM14257165,,套餐培根起司蛋(1)|蛋沙拉1球(1)
2025/12/23 08:45:35,493,0,FoodPanda,VM14257166,,雙重起司厚牛(1)|鮮嫩雞柳(1)
2025/12/23 08:53:50,72,0,現金,VM14257167,,培根起司蛋堡(1)
2025/12/23 09:25:20,270,0,Line Pay,VM14257168,,香烤雞肉堡12吋(1)|酪梨泥一球(1)
2025/12/23 09:36:21,150,0,信用卡,VM14257169,,墨西哥辣牛堡6吋(1)|嫩煎蛋一片(1)
2025/12/23 09:59:47,306,0,現金,VM14257170,,蛋沙拉堡12吋(1)|酪梨泥一球(1)|酪梨泥一球(1)
2025/12/23 10:12:25,3375,0,現金,VM14257171,,鮮嫩雞柳堡6吋(14)|哈燒起司總匯堡6吋(13)
2025/12/23 10:14:09,160,0,信用卡,VM14257172,,鮪魚堡6吋(1)|蛋沙拉1球(1)
2025/12/23 10:19:17,235,0,Line Pay,VM14257173,,嫩雞沙拉捲餅(1)|鮮嫩雞柳雙份肉料(1)|D套餐(1)
2025/12/23 10:32:42,225,0,信用卡,VM14257174,,墨西哥辣牛堡6吋(1)|墨西哥辣牛雙份肉料(1)|C套餐(1)
2025/12/23 10:53:18,102,0,Line Pay,VM14257175,,嫩雞沙拉捲餅(1)
2025/12/23 10:56:07,165,0,現金,VM14257176,,三角切片起司一份(1)|厚切牛起司蛋堡(1)|A套餐(1)
2025/12/23 11:04:44,158,0,現金,VM14257177,,嫩切雞肉堡6吋(1)|A套餐(1)
2025/12/23 11:06:57,285,0,信用卡,VM14257178,,哈燒起司總匯堡12吋(1)|餅乾3片(1)
2025/12/23 11:15:30,218,0,UberEats,VM14257179,,6吋嫩切雞肉潛艇堡 6-Inch Sliced Chicken Sub(1)|單點薯片 Chips(1)
2025/12/23 11:22:13,152,0,信用卡,VM14257180,,辣牛沙拉捲餅(1)|拿鐵熱(1)
2025/12/23 11:37:06,105,0,Line Pay,VM14257181,,火腿堡6吋(1)
2025/12/23 11:42:43,194,0,信用卡,VM14257182,,厚切嫩牛堡6吋(1)|酪梨泥一球(1)
2025/12/23 11:59:21,225,0,Line Pay,VM14257183,,鮮嫩雞柳堡12吋(1)
2025/12/23 12:13:51,295,0,現金,VM14257185,,鮮嫩雞柳堡12吋(1)|嫩煎蛋一片(1)|嫩煎蛋一片(1)
2025/12/23 12:09:55,135,0,信用卡,VM14257184,,義大利經典堡6吋(1)
2025/12/23 12:16:36,350,0,現金,VM14257186,,哈燒起司總匯堡12吋(1)|哈燒起司總匯堡6吋(1)
2025/12/23 12:21:34,354,0,現金,VM14257187,,墨西哥辣牛堡6吋(1)|厚切嫩牛堡6吋(1)|蛋沙拉1球(1)|C套餐(1)
2025/12/23 12:23:16,48,0,現金,VM14257188,,A套餐(1)
2025/12/23 12:23:35,180,0,信用卡,VM14257189,,鮪魚堡6吋(1)|鮪魚雙份肉料(1)
2025/12/23 12:24:47,209,0,UberEats,VM14257190,,6吋百味俱樂部潛艇堡 6-Inch Subway ClubTM Sub(1)
2025/12/23 12:26:05,178,0,現金,VM14257191,,照燒雞肉堡6吋(1)|拿鐵熱(1)
2025/12/23 12:26:55,258,0,Line Pay,VM14257192,,嫩切雞肉堡12吋(1)|餅乾3片(1)
2025/12/23 12:29:09,348,0,信用卡,VM14257193,,鮮嫩雞柳堡12吋(1)|酪梨泥一球(1)|D套餐(1)
2025/12/23 12:31:16,208,0,UberEats,VM14257194,,6吋鮮嫩雞柳潛艇堡 6-Inch Chicken Strips Sub(1)
2025/12/23 12:32:17,160,0,現金,VM14257195,,香烤雞肉堡6吋(1)|嫩煎蛋一片(1)
2025/12/23 12:36:56,148,0,Line Pay,VM14257196,,鮪魚堡6吋(1)|培根1條(1)
