時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2026/01/01 08:16:52,52,0,Line Pay,XK36102900,,起司蛋堡(1)
2026/01/01 08:34:18,488,0,現金,XK36102901,,厚切牛起司蛋堡(2)|火腿起司蛋堡(1)|培根起司蛋堡(1)|火腿堡6吋(1)|可口可樂(1)|樹頂100%蘋果汁玻璃瓶(1)
2026/01/01 08:38:54,82,0,現金,XK36102902,,厚切牛起司蛋堡(1)
2026/01/01 09:04:13,235,0,現金,XK36102903,,墨西哥辣牛堡6吋(1)|嫩煎蛋一片(1)|F套餐(1)
2026/01/01 09:21:47,25,0,悠遊付,XK36102904,,餅乾1片(1)
2026/01/01 09:40:17,134,0,Line Pay,XK36102905,,厚切牛起司蛋堡(1)|起司蛋堡(1)
2026/01/01 09:43:10,200,0,FoodPanda,XK36102906,,辣牛沙拉捲餅(1)
2026/01/01 09:46:29,329,0,Line Pay,XK36102907,,蛋沙拉堡12吋(1)|A套餐(1)|A套餐(1)
2026/01/01 09:49:47,334,0,現金,XK36102908,,香烤雞肉堡6吋(1)|燒烤牛肉堡6吋(1)|蛋沙拉1球(2)
2026/01/01 09:56:16,110,0,Line Pay,XK36102909,,套餐培根起司蛋(1)
2026/01/01 10:00:47,574,0,現金,XK36102910,,嫩切雞肉堡12吋(2)|蛋沙拉1球(4)|杯裝飲料(22oz)(1)
2026/01/01 10:14:09,190,0,現金,XK36102911,,厚切牛起司蛋堡(1)|套餐厚牛起司蛋(1)
2026/01/01 10:16:55,483,0,現金,XK36102912,,嫩切雞肉堡6吋(1)|嫩煎蛋一片(2)|蛋沙拉1球(1)|厚切嫩牛堡12吋(1)
2026/01/01 10:21:11,108,0,Line Pay,XK36102913,,套餐厚牛起司蛋(1)
2026/01/01 11:01:22,348,0,信用卡,XK36102914,,火腿堡6吋(1)|金選奶茶熱(1)|美式咖啡冰(1)|雙重起司厚牛6吋(1)
2026/01/01 11:09:40,178,0,信用卡,XK36102915,,鮮嫩雞柳堡6吋(1)|A套餐(1)
2026/01/01 11:11:54,125,0,現金,XK36102916,,香烤雞肉堡6吋(1)
2026/01/01 11:12:48,362,0,Line Pay,XK36102917,,嫩切雞肉堡12吋(1)|素食蔬菜堡12吋(1)
2026/01/01 11:15:56,382,0,Line Pay,XK36102918,,墨西哥辣牛堡6吋(1)|義大利牛肉丸堡6吋(1)|嫩煎蛋一片(1)|C套餐(1)|A套餐(1)
2026/01/01 11:20:11,285,0,信用卡,XK36102919,,燒烤牛肉堡12吋(1)|嫩煎蛋一片(1)
2026/01/01 11:52:13,478,0,Line Pay,XK36102920,,鮮嫩雞柳堡6吋(1)|酪梨泥一球(2)|鮪魚堡6吋(1)|A套餐(1)|D套餐(1)
2026/01/01 12:09:20,227,0,現金,XK36102921,,厚切嫩牛堡6吋(1)|D套餐(1)
2026/01/01 12:12:29,190,0,Line Pay,XK36102922,,鮪魚堡6吋(1)|B套餐(1)
2026/01/01 12:15:25,160,0,Line Pay,XK36102923,,奶油餅乾6片組(1)
2026/01/01 12:16:53,295,0,信用卡,XK36102924,,鮮嫩雞柳堡12吋(1)|蛋沙拉1球(2)
2026/01/01 12:20:24,416,0,信用卡,XK36102925,,辣豆瓣嫩牛6吋(1)|A套餐(1)|C套餐(1)|厚切嫩牛堡6吋(1)
2026/01/01 12:30:33,268,0,Line Pay,XK36102926,,厚切嫩牛堡12吋(1)
2026/01/01 12:37:00,232,0,Line Pay,XK36102927,,厚切嫩牛堡6吋(1)|嫩煎蛋一片(1)|A套餐(1)
2026/01/01 12:40:33,911,0,信用卡,XK36102928,,厚切嫩牛堡12吋(1)|厚切嫩牛堡12吋(1)|燒烤牛肉堡12吋(1)|香烤雞肉堡6吋(1)
2026/01/01 12:46:40,402,0,信用卡,XK36102929,,鮮嫩雞柳堡6吋(1)|百味俱樂部堡6吋(1)|厚切嫩牛堡6吋(1)
2026/01/01 12:51:21,518,0,現金,XK36102930,,雙重起司厚牛12吋(1)|厚切嫩牛堡6吋(1)|蛋沙拉1球(1)|C套餐(1)
2026/01/01 12:55:30,225,0,Line Pay,XK36102931,,鮪魚堡12吋(1)
2026/01/01 12:57:49,237,0,信用卡,XK36102932,,嫩雞沙拉捲餅(1)|F套餐(1)|拿鐵熱(1)
2026/01/01 13:00:54,275,0,Line Pay,XK36102933,,雙重起司厚牛6吋(1)|餅乾3片(1)|餅乾3片(1)
2026/01/01 13:04:00,338,0,現金,XK36102934,,厚切嫩牛堡12吋(1)|嫩煎蛋一片(2)
2026/01/01 13:09:06,282,0,信用卡,XK36102936,,鮮嫩雞柳堡6吋(1)|鮮嫩雞柳雙份肉料(1)|嫩雞沙拉捲餅(1)
2026/01/01 13:08:38,238,0,FoodPanda,XK36102935,,鮮嫩雞柳(1)
2026/01/01 13:24:01,125,0,現金,XK36102937,,哈燒起司總匯堡6吋(1)
2026/01/01 13:26:28,239,0,現金,XK36102938,,厚切嫩牛堡6吋(1)|鮮嫩雞柳雙份肉料(1)|嫩煎蛋一片(1)
2026/01/01 13:35:59,187,0,現金,XK36102939,,美式咖啡熱(1)|厚切嫩牛堡6吋(1)
2026/01/01 13:44:33,160,0,Line Pay,XK36102940,,奶油餅乾6片組(1)
2026/01/01 13:50:54,265,0,信用卡,XK36102941,,雙重起司厚牛6吋(1)|嫩切雞肉堡6吋(1)
2026/01/01 14:07:51,279,0,現金,XK36102942,,雙重起司厚牛12吋(1)
2026/01/01 14:10:34,466,0,現金,XK36102943,,墨西哥辣牛堡12吋(1)|照燒雞肉堡6吋(1)|A套餐(1)|D套餐(1)
2026/01/01 14:14:43,155,0,Line Pay,XK36102944,,雙重起司厚牛6吋(1)
2026/01/01 14:37:24,183,0,Line Pay,XK36102945,,義大利經典堡6吋(1)|A套餐(1)
2026/01/01 14:38:57,183,0,現金,XK36102946,,百味俱樂部堡6吋(1)|C套餐(1)
2026/01/01 14:40:52,220,0,信用卡,XK36102947,,義大利經典堡6吋(1)|F套餐(1)
2026/01/01 14:59:30,230,0,現金,XK36102948,,照燒雞肉堡12吋(1)
2026/01/01 15:03:47,539,0,Line Pay,XK36102949,,厚切嫩牛堡6吋(1)|A套餐(1)|照燒雞肉堡6吋(1)|義大利牛肉丸堡6吋(1)|F套餐(1)
2026/01/01 15:09:23,491,0,現金,XK36102950,,鮪魚沙拉(1)|酪梨泥一球(2)|蛋沙拉1球(1)|鮪魚堡6吋(1)|D套餐(1)
2026/01/01 15:12:20,407,0,現金,XK36102951,,厚切嫩牛堡12吋(1)|燒烤牛肉堡6吋(1)
2026/01/01 15:16:48,459,0,信用卡,XK36102952,,辣豆瓣嫩牛6吋(1)|雙重起司厚牛6吋(1)|酪梨泥一球(1)|金選奶茶冰(1)|金選奶茶熱(1)
2026/01/01 15:21:07,290,0,Line Pay,XK36102953,,墨西哥辣牛堡12吋(1)|蛋沙拉1球(1)|A套餐(1)
2026/01/01 15:35:28,398,0,現金,XK36102954,,辣豆瓣嫩牛6吋(1)|燒烤牛肉堡6吋(1)|嫩煎蛋一片(1)|A套餐(1)
2026/01/01 15:38:13,180,0,Line Pay,XK36102955,,鮪魚堡6吋(1)|C套餐(1)
2026/01/01 15:39:00,316,0,Line Pay,XK36102956,,厚切嫩牛堡12吋(1)|A套餐(1)
2026/01/01 15:42:58,287,0,Line Pay,XK36102957,,義大利牛肉丸堡12吋(1)|C套餐(1)
2026/01/01 15:44:07,185,0,現金,XK36102958,,蛋沙拉堡6吋(1)|A套餐(1)
2026/01/01 15:53:39,60,0,信用卡,XK36102959,,餅乾3片(1)
2026/01/01 15:54:20,286,0,信用卡,XK36102960,,辣豆瓣嫩牛12吋(1)
2026/01/01 15:56:53,160,0,信用卡,XK36102961,,香烤雞肉堡6吋(1)|蛋沙拉1球(1)
2026/01/01 15:59:03,373,0,信用卡,XK36102962,,香烤雞肉烤餅6吋(1)|嫩切雞肉堡6吋(1)|照燒雞肉堡6吋(1)
2026/01/01 16:18:00,155,0,現金,XK36102963,,嫩切雞肉堡6吋(1)|蜜桃果茶(1)
2026/01/01 16:30:59,160,0,Line Pay,XK36102964,,午茶組限時優惠(1)
2026/01/01 16:33:26,160,0,現金,XK36102965,,午茶組限時優惠(1)
2026/01/01 16:49:04,125,0,現金,XK36102966,,哈燒起司總匯堡6吋(1)
2026/01/01 16:59:36,170,0,Line Pay,XK36102967,,鮮嫩雞柳堡6吋(1)|酪梨泥一球(1)
2026/01/01 17:01:32,149,0,現金,XK36102968,,厚切嫩牛堡6吋(1)
2026/01/01 17:02:22,110,0,現金,XK36102969,,嫩切雞肉堡6吋(1)
2026/01/01 17:13:43,279,0,現金,XK36102970,,厚切嫩牛堡6吋(1)|酪梨泥一球(1)|F套餐(1)
2026/01/01 17:22:07,0,80,,00000000,2101130002員工餐0元,餅乾1片(2)|奶油餅乾(1)
2026/01/01 17:23:32,0,733,,00000000,2101130002員工餐0元,素食蔬菜沙拉(1)|酪梨泥一球(1)|蛋沙拉1球(1)|香烤雞肉雙份肉料(1)|照燒雞肉烤餅6吋(1)|燒烤牛肉堡6吋(1)|培根1條(1)|蛋沙拉1球(1)|嫩煎蛋一片(1)|BLT捲餅(1)
2026/01/01 17:25:08,259,0,Line Pay,XK36102971,,義大利經典堡6吋(1)|C套餐(1)|蘑菇濃湯(1)
2026/01/01 17:42:35,951,0,信用卡,XK36102972,,照燒雞肉烤餅6吋(1)|雙重起司厚牛6吋(1)|B套餐(1)|厚切嫩牛堡6吋(1)|F套餐(1)|香烤雞肉堡6吋(1)|墨西哥辣牛沙拉(1)|酪梨泥一球(1)|B套餐(1)
2026/01/01 17:50:37,85,0,現金,XK36102973,,餅乾3片(1)|餅乾1片(1)
2026/01/01 17:51:08,135,0,現金,XK36102974,,義大利經典堡6吋(1)
2026/01/01 17:52:10,93,0,現金,XK36102975,,香烤雞胸排(1)|無糖紅茶熱(1)
2026/01/01 17:53:55,102,0,信用卡,XK36102976,,嫩雞沙拉捲餅(1)
2026/01/01 17:59:16,134,0,現金,XK36102977,,素食蔬菜沙拉(1)
2026/01/01 17:59:54,243,0,Line Pay,XK36102978,,義大利經典堡12吋(1)
2026/01/01 18:06:41,629,0,信用卡,XK36102979,,鮮嫩雞柳堡12吋(1)|燒烤牛肉堡12吋(1)|鷹嘴豆泥捲餅(1)|餅乾3片(1)
2026/01/01 18:13:22,230,0,Line Pay,XK36102980,,照燒雞肉堡12吋(1)
2026/01/01 18:15:06,209,0,FoodPanda,XK36102981,,照燒雞肉(1)
2026/01/01 18:15:39,320,0,Line Pay,XK36102982,,香烤雞肉堡12吋(1)|嫩煎蛋一片(2)|餅乾1片(1)
2026/01/01 18:17:59,298,0,現金,XK36102983,,辣豆瓣嫩牛6吋(1)|燒烤牛肉堡6吋(1)
2026/01/01 18:26:52,475,0,現金,XK36102984,,照燒雞肉堡6吋(1)|雙重起司厚牛6吋(1)|多力多滋玉米片碗(1)|D套餐(1)
2026/01/01 18:29:10,395,0,現金,XK36102985,,燒烤牛肉堡12吋(1)|F套餐(1)|餅乾3片(1)
2026/01/01 18:31:38,135,0,信用卡,XK36102986,,嫩切雞肉堡6吋(1)|餅乾1片(1)
2026/01/01 18:33:03,593,0,現金,XK36102987,,雙重起司厚牛6吋(1)|加購-玉米片碗(1)|墨西哥辣牛沙拉(1)|A套餐(1)|E套餐(1)|墨西哥辣牛雙份肉料(1)
2026/01/01 18:44:40,366,0,現金,XK36102988,,燒烤牛肉堡6吋(1)|厚切嫩牛堡6吋(1)|D套餐(1)
2026/01/01 18:51:27,245,0,信用卡,XK36102989,,香烤雞肉堡6吋(1)|蛋沙拉1球(1)|F套餐(1)
2026/01/01 18:57:37,235,0,現金,XK36102990,,火腿堡12吋(1)|培根1條(2)
2026/01/01 18:59:31,60,0,現金,XK36102991,,餅乾3片(1)
2026/01/01 19:07:48,60,0,現金,XK36102992,,餅乾3片(1)
2026/01/01 19:08:52,149,0,信用卡,XK36102993,,厚切嫩牛堡6吋(1)
2026/01/01 19:14:47,218,0,現金,XK36102994,,鮮嫩雞柳沙拉(1)|鮮嫩雞柳雙份肉料(1)
2026/01/01 19:19:32,382,0,FoodPanda,XK36102995,,嫩切雞肉(2)
2026/01/01 19:20:23,250,0,信用卡,XK36102996,,香烤雞肉堡12吋(1)|餅乾1片(1)
2026/01/01 19:21:40,264,0,現金,XK36102997,,厚切嫩牛堡6吋(1)|厚切嫩牛雙份肉料(1)|C套餐(1)
2026/01/01 19:24:01,722,0,信用卡,XK36102998,,鮪魚堡12吋(2)|切絲巧達起司一份(2)|B套餐(2)|餅乾3片(1)|餅乾3片(1)
2026/01/01 19:29:48,472,0,Line Pay,XK36102999,,百味俱樂部堡6吋(1)|厚切嫩牛沙拉(1)|D套餐(2)
2026/01/01 19:32:19,125,0,Line Pay,XK36103000,,鮮嫩雞柳堡6吋(1)
2026/01/01 19:33:11,801,0,信用卡,XK36103001,,義大利經典堡12吋(1)|燒烤牛肉堡12吋(1)|鮮嫩雞柳堡12吋(1)|D套餐(1)
2026/01/01 19:38:22,180,0,現金,XK36103002,,香烤雞肉堡6吋(1)|香烤雞肉雙份肉料(1)
2026/01/01 19:42:05,154,0,現金,XK36103003,,多力多滋玉米片碗(1)|酪梨泥一球(1)
2026/01/01 19:47:16,183,0,現金,XK36103004,,義大利經典堡6吋(1)|A套餐(1)
2026/01/01 19:59:00,206,0,FoodPanda,XK36103005,,鮮嫩雞柳(1)
2026/01/01 20:26:33,198,0,Line Pay,XK36103006,,嫩切雞肉堡12吋(1)
2026/01/01 20:31:26,164,0,信用卡,XK36103007,,素食蔬菜堡12吋(1)
2026/01/01 20:35:34,0,258,,00000000,2101130002員工餐0元,鷹嘴豆泥捲餅(1)|BLT捲餅(1)|嫩煎蛋一片(1)|嫩煎蛋一片(1)
2026/01/01 20:38:07,0,158,,00000000,2101130002員工餐0元,墨西哥辣牛沙拉(1)
2026/01/01 20:49:16,135,0,Line Pay,XK36103008,,義大利經典堡6吋(1)
2026/01/01 20:54:12,198,0,Line Pay,XK36103009,,嫩切雞肉堡12吋(1)
2026/01/01 20:55:38,198,0,Line Pay,XK36103010,,嫩切雞肉堡12吋(1)
2026/01/01 20:58:16,105,0,現金,XK36103011,,火腿堡6吋(1)
2026/01/01 21:13:52,182,0,現金,XK36103012,,義大利牛肉丸堡6吋(1)|A套餐(1)
2026/01/01 21:44:34,202,0,FoodPanda,XK36103013,,NachoBowl玉米片碗(1)|外送單點(1)|外送單點(1)
2026/01/01 21:46:08,251,0,FoodPanda,XK36103014,,義大利經典(1)
2026/01/01 21:55:35,285,0,現金,XK36103015,,百味俱樂部堡12吋(1)|百味俱樂部雙份肉料(1)
