時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2025/12/15 08:02:44,152,0,信用卡,VM14256045,,嫩雞沙拉捲餅(1)|拿鐵熱(1)
2025/12/15 08:07:24,170,0,現金,VM14256046,,照燒雞肉沙拉(1)
2025/12/15 08:19:24,128,0,現金,VM14256047,,百味俱樂部堡6吋(1)
2025/12/15 08:28:13,338,0,現金,VM14256048,,厚切嫩牛堡12吋(1)|蛋沙拉1球(1)|蛋沙拉1球(1)
2025/12/15 08:29:09,78,0,現金,VM14256049,,套餐起司蛋(1)
2025/12/15 08:32:35,146,0,Line Pay,VM14256050,,套餐起司蛋(1)|酪梨泥一球(1)|切絲巧達起司一份(1)
2025/12/15 08:43:18,143,0,信用卡,VM14256051,,套餐培根起司蛋(1)|酪梨泥一球(1)
2025/12/15 08:59:49,108,0,Line Pay,VM14256052,,套餐厚牛起司蛋(1)
2025/12/15 09:25:47,350,0,信用卡,VM14256053,,義大利經典堡12吋(1)|嫩煎蛋一片(1)|C套餐(1)
2025/12/15 09:45:18,139,0,Line Pay,VM14256054,,燒烤牛肉堡6吋(1)
2025/12/15 09:53:57,418,0,信用卡,VM14256055,,鮪魚堡12吋(1)|套餐厚牛起司蛋(1)|F套餐(1)
2025/12/15 10:05:27,110,0,Line Pay,VM14256056,,嫩切雞肉堡6吋(1)
2025/12/15 10:12:27,1581,0,現金,VM14256057,,照燒雞肉堡6吋(1)|A套餐(1)|照燒雞肉堡6吋(1)|樹頂100%蘋果汁玻璃瓶(1)|香烤雞肉堡6吋(1)|樹頂100%蘋果汁玻璃瓶(1)|厚切嫩牛堡6吋(1)|餅乾1片(1)|百味俱樂部堡6吋(1)|樹頂100%蘋果汁玻璃瓶(1)|百味俱樂部堡6吋(1)|樹頂100%蘋果汁玻璃瓶(1)|百味俱樂部堡12吋(1)|可樂Zero(2)|樹頂100%蘋果汁玻璃瓶(5)
2025/12/15 10:16:32,108,0,Line Pay,VM14256058,,套餐厚牛起司蛋(1)
2025/12/15 10:23:27,160,0,信用卡,VM14256059,,鮪魚堡6吋(1)|嫩煎蛋一片(1)
