時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2025/11/19 08:09:11,82,0,現金,VM14252049,,厚切牛起司蛋堡(1)
2025/11/19 08:09:35,149,0,現金,VM14252050,,厚切嫩牛堡6吋(1)
2025/11/19 08:21:37,517,0,現金,VM14252051,,嫩切雞肉堡6吋(1)|蛋沙拉1球(1)|培根1條(2)|厚切牛起司蛋堡(1)|餅乾3片(1)|厚切嫩牛堡6吋(1)|嫩煎蛋一片(1)
2025/11/19 08:24:05,139,0,現金,VM14252052,,燒烤牛肉堡6吋(1)
2025/11/19 08:27:58,120,0,現金,VM14252053,,套餐厚牛起司蛋(1)
2025/11/19 08:28:38,108,0,現金,VM14252054,,套餐厚牛起司蛋(1)
2025/11/19 08:31:18,120,0,現金,VM14252055,,套餐厚牛起司蛋(1)
2025/11/19 08:33:05,82,0,現金,VM14252056,,厚切牛起司蛋堡(1)
2025/11/19 08:34:41,236,0,現金,VM14252057,,鮮嫩雞柳沙拉(1)|無糖紅茶熱(1)|蛋沙拉1球(1)
2025/11/19 08:38:52,88,0,現金,VM14252058,,套餐火腿起司蛋(1)
2025/11/19 08:45:00,125,0,現金,VM14252059,,香烤雞肉堡6吋(1)
2025/11/19 08:47:57,120,0,現金,VM14252060,,餅乾3片(2)
2025/11/19 08:51:16,201,0,現金,VM14252061,,照燒雞肉堡6吋(1)|嫩煎蛋一片(1)|美式咖啡熱(1)
2025/11/19 08:56:14,170,0,現金,VM14252062,,蛋沙拉堡6吋(1)|拿鐵熱(1)
2025/11/19 09:03:13,270,0,現金,VM14252063,,鷹嘴豆泥捲餅(1)|酪梨泥一球(1)|套餐起司蛋(1)|A套餐(1)
2025/11/19 09:07:47,178,0,現金,VM14252064,,香烤雞肉堡6吋(1)|A套餐(1)
2025/11/19 09:29:53,125,0,現金,VM14252065,,鮮嫩雞柳堡6吋(1)
2025/11/19 10:03:59,230,0,現金,VM14252066,,百味俱樂部堡12吋(1)
2025/11/19 10:21:09,52,0,現金,VM14252067,,起司蛋堡(1)
2025/11/19 10:26:01,333,0,現金,VM14252068,,照燒雞肉堡6吋(1)|酪梨泥一球(1)|酪梨泥一球(1)|墨西哥辣牛堡6吋(1)
2025/11/19 10:32:13,100,0,現金,VM14252069,,套餐火腿起司蛋(1)
2025/11/19 10:40:13,219,0,FoodPanda,VM14252070,,嫩切雞肉(1)|外送單點(1)
2025/11/19 10:50:18,824,0,現金,VM14252071,,香烤雞肉堡6吋(1)|鮮嫩雞柳堡6吋(1)|辣豆瓣嫩牛6吋(1)|蛋沙拉堡6吋(1)|樹頂100%蘋果汁玻璃瓶(1)|鮮嫩雞柳堡6吋(1)|哈燒起司總匯堡6吋(1)
2025/11/19 11:06:30,125,0,現金,VM14252072,,鮮嫩雞柳堡6吋(1)
2025/11/19 11:28:46,110,0,現金,VM14252073,,嫩切雞肉堡6吋(1)
2025/11/19 11:31:26,251,0,現金,VM14252074,,厚切嫩牛堡6吋(1)|辣牛沙拉捲餅(1)
2025/11/19 11:34:17,189,0,FoodPanda,VM14252075,,嫩切雞肉(1)
2025/11/19 11:36:40,412,0,現金,VM14252076,,厚切嫩牛堡6吋(1)|百味俱樂部堡6吋(1)|義大利經典堡6吋(1)
2025/11/19 11:38:54,130,0,現金,VM14252077,,厚切牛起司蛋堡(1)|A套餐(1)
2025/11/19 11:58:22,110,0,現金,VM14252078,,嫩切雞肉堡6吋(1)
2025/11/19 11:59:34,163,0,現金,VM14252079,,鮪魚沙拉(1)
2025/11/19 12:01:01,444,0,現金,VM14252080,,百味俱樂部堡6吋(1)|厚切嫩牛堡12吋(1)|A套餐(1)
2025/11/19 12:07:11,1183,0,現金,VM14252081,,厚切嫩牛堡6吋(1)|嫩切雞肉堡12吋(1)|酪梨泥一球(1)|切絲巧達起司一份(1)|墨西哥辣牛堡12吋(1)|餅乾3片(1)|餅乾1片(1)|厚切嫩牛堡6吋(1)|墨西哥辣牛堡12吋(1)|G套餐(1)|C套餐(1)
2025/11/19 12:17:20,225,0,現金,VM14252082,,香烤雞肉堡12吋(1)
2025/11/19 12:19:16,110,0,現金,VM14252083,,嫩切雞肉堡6吋(1)
2025/11/19 12:20:01,160,0,現金,VM14252084,,鮮嫩雞柳堡6吋(1)|嫩煎蛋一片(1)
2025/11/19 12:20:45,149,0,現金,VM14252085,,厚切嫩牛堡6吋(1)
2025/11/19 12:22:19,406,0,現金,VM14252086,,香烤雞肉堡6吋(1)|A套餐(1)|BLT捲餅(1)|C套餐(1)|金選奶茶熱(1)
2025/11/19 12:26:46,274,0,現金,VM14252087,,香烤雞肉堡6吋(1)|厚切嫩牛堡6吋(1)
2025/11/19 12:27:51,94,0,現金,VM14252088,,BLT捲餅(1)
2025/11/19 12:28:32,275,0,現金,VM14252089,,哈燒起司總匯堡6吋(1)|餅乾1片(1)|香烤雞肉堡6吋(1)
2025/11/19 12:31:02,254,0,現金,VM14252090,,墨西哥辣牛堡6吋(1)|燒烤牛肉堡6吋(1)
