時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2025/11/25 08:05:17,214,0,現金,VM14253032,,辣豆瓣嫩牛6吋(1)|C套餐(1)
2025/11/25 08:16:04,90,0,信用卡,VM14253033,,套餐起司蛋(1)
2025/11/25 08:30:47,239,0,Line Pay,VM14253034,,厚切嫩牛堡6吋(1)|厚切嫩牛雙份肉料(1)|嫩煎蛋一片(1)
2025/11/25 08:31:45,138,0,Line Pay,VM14253035,,墨西哥辣牛堡6吋(1)|切絲巧達起司一份(1)
2025/11/25 08:41:41,194,0,現金,VM14253036,,厚切嫩牛烤餅6吋(1)|蛋沙拉1球(1)
2025/11/25 08:44:26,82,0,現金,VM14253037,,厚切牛起司蛋堡(1)
2025/11/25 08:47:51,138,0,信用卡,VM14253038,,照燒雞肉烤餅6吋(1)
2025/11/25 08:51:28,166,0,現金,VM14253039,,套餐火腿起司蛋(1)|套餐起司蛋(1)
2025/11/25 08:57:19,88,0,Line Pay,VM14253040,,套餐火腿起司蛋(1)
2025/11/25 08:58:43,82,0,現金,VM14253041,,厚切牛起司蛋堡(1)
2025/11/25 09:52:23,195,0,FoodPanda,VM14253042,,墨西哥辣牛(1)
2025/11/25 10:16:19,123,0,信用卡,VM14253043,,套餐起司蛋(1)|酪梨泥一球(1)
2025/11/25 10:17:23,840,0,現金,VM14253044,,鮮嫩雞柳堡12吋(2)|嫩煎蛋一片(4)|酪梨泥一球(4)|G套餐(1)
2025/11/25 10:27:16,88,0,現金,VM14253045,,套餐火腿起司蛋(1)
2025/11/25 10:29:32,108,0,現金,VM14253046,,套餐厚牛起司蛋(1)
2025/11/25 10:48:35,160,0,Line Pay,VM14253047,,鮮嫩雞柳堡6吋(1)|嫩煎蛋一片(1)
2025/11/25 10:52:51,186,0,現金,VM14253048,,照燒雞肉烤餅6吋(1)|A套餐(1)
2025/11/25 11:29:14,423,0,FoodPanda,VM14253049,,墨西哥辣牛沙拉(1)|百味俱樂部(1)
2025/11/25 11:37:18,303,0,Line Pay,VM14253050,,厚切嫩牛堡12吋(1)|蛋沙拉1球(1)
2025/11/25 11:48:27,125,0,信用卡,VM14253051,,香烤雞肉堡6吋(1)
2025/11/25 11:49:44,249,0,信用卡,VM14253052,,厚切嫩牛堡6吋(1)|蛋沙拉1球(1)|A套餐(1)
2025/11/25 11:53:22,385,0,信用卡,VM14253053,,鮮嫩雞柳堡12吋(1)|蛋沙拉1球(1)|蛋沙拉1球(1)|酪梨泥一球(1)|酪梨泥一球(1)
2025/11/25 11:56:58,173,0,現金,VM14253054,,百味俱樂部堡6吋(1)|酪梨泥一球(1)
2025/11/25 11:58:56,149,0,信用卡,VM14253055,,厚切嫩牛堡6吋(1)
2025/11/25 11:59:59,621,0,現金,VM14253056,,嫩切雞肉堡6吋(1)|厚切嫩牛堡12吋(1)|義大利經典堡12吋(1)
2025/11/25 12:05:15,521,0,Line Pay,VM14253057,,嫩切雞肉堡12吋(1)|百味俱樂部堡6吋(1)|義大利經典堡6吋(1)|C套餐(1)
2025/11/25 12:08:21,120,0,現金,VM14253058,,餅乾3片(1)|餅乾3片(1)
2025/11/25 12:09:06,230,0,信用卡,VM14253059,,照燒雞肉堡12吋(1)
2025/11/25 12:09:50,164,0,現金,VM14253060,,素食蔬菜堡12吋(1)
2025/11/25 12:12:29,295,0,信用卡,VM14253061,,香烤雞肉堡12吋(1)|蛋沙拉1球(1)|蛋沙拉1球(1)
2025/11/25 12:13:46,125,0,現金,VM14253062,,鮮嫩雞柳堡6吋(1)
2025/11/25 12:15:18,189,0,FoodPanda,VM14253063,,嫩切雞肉(1)
2025/11/25 12:17:43,110,0,Line Pay,VM14253064,,嫩切雞肉堡6吋(1)
2025/11/25 12:19:06,149,0,現金,VM14253065,,厚切嫩牛堡6吋(1)
2025/11/25 12:20:54,397,0,現金,VM14253066,,薯餅(1)|義大利經典堡6吋(1)|義大利牛肉丸堡12吋(1)
2025/11/25 12:27:02,173,0,信用卡,VM14253067,,香烤雞肉堡6吋(1)|A套餐(1)
2025/11/25 12:35:06,149,0,現金,VM14253068,,厚切嫩牛堡6吋(1)
2025/11/25 12:38:47,344,0,現金,VM14253069,,餅乾3片(1)|鮪魚堡6吋(1)|厚切嫩牛烤餅6吋(1)
2025/11/25 12:41:14,225,0,現金,VM14253070,,香烤雞肉堡12吋(1)
2025/11/25 12:43:32,225,0,現金,VM14253071,,香烤雞肉堡12吋(1)
2025/11/25 12:45:07,243,0,現金,VM14253072,,義大利經典堡12吋(1)
2025/11/25 12:47:59,160,0,現金,VM14253073,,鮮嫩雞柳堡6吋(1)|蛋沙拉1球(1)
2025/11/25 12:51:18,587,0,現金,VM14253074,,照燒雞肉堡6吋(1)|墨西哥辣牛堡6吋(1)|嫩煎蛋一片(1)|香烤雞胸排(1)|義大利經典堡6吋(1)|杯裝飲料(16oz)(1)|杯裝飲料(16oz)(1)|A套餐(1)
2025/11/25 13:07:12,125,0,信用卡,VM14253075,,鮮嫩雞柳堡6吋(1)
2025/11/25 13:21:21,405,0,Line Pay,VM14253076,,鮮嫩雞柳堡12吋(1)|嫩煎蛋一片(2)|鮮嫩雞柳雙份肉料(2)
2025/11/25 13:43:01,196,0,信用卡,VM14253077,,培根1條(1)|酪梨泥一球(1)|照燒雞肉堡6吋(1)
2025/11/25 13:48:50,0,170,,00000000,2101130002員工餐0元,義大利經典堡6吋(1)|蛋沙拉1球(1)
2025/11/25 13:59:03,260,0,Line Pay,VM14253078,,鮪魚堡12吋(1)|嫩煎蛋一片(1)
2025/11/25 14:13:19,187,0,信用卡,VM14253079,,厚切嫩牛堡6吋(1)|可口可樂 PET(1)
2025/11/25 14:44:41,253,0,Line Pay,VM14253080,,百味俱樂部堡6吋(1)|鮮嫩雞柳堡6吋(1)
2025/11/25 14:59:39,175,0,現金,VM14253081,,蛋沙拉堡6吋(1)|C套餐(1)
2025/11/25 15:08:17,252,0,Line Pay,VM14253082,,厚切嫩牛堡6吋(1)|厚切嫩牛雙份肉料(1)|A套餐(1)
2025/11/25 15:09:25,160,0,Line Pay,VM14253083,,鮮嫩雞柳堡6吋(1)|嫩煎蛋一片(1)
2025/11/25 15:23:03,60,0,現金,VM14253084,,餅乾3片(1)
2025/11/25 15:40:39,287,0,FoodPanda,VM14253086,,雙重起司厚牛(1)
2025/11/25 15:35:08,223,0,現金,VM14253085,,嫩切雞肉堡6吋(1)|嫩煎蛋一片(1)|培根1條(1)|嫩切雞肉雙份肉料(1)
2025/11/25 15:47:44,232,0,Line Pay,VM14253087,,義大利牛肉丸堡12吋(1)
2025/11/25 16:12:44,102,0,現金,VM14253088,,辣牛沙拉捲餅(1)
2025/11/25 16:25:34,462,0,信用卡,VM14253089,,燒烤牛肉堡6吋(1)|素食蔬菜沙拉(1)|義大利牛肉丸堡6吋(1)|餅乾3片(1)
2025/11/25 16:37:21,164,0,信用卡,VM14253090,,素食蔬菜堡12吋(1)
2025/11/25 16:48:41,53,0,悠遊卡,VM14253091,,A套餐(1)
2025/11/25 16:51:28,-53,0,悠遊卡,VM14253091,,A套餐(-1)
2025/11/25 17:02:41,555,0,信用卡,VM14253092,,香烤雞肉堡12吋(1)|義大利牛肉丸堡6吋(1)|嫩煎蛋一片(3)|B套餐(1)|B套餐(1)
2025/11/25 17:03:52,184,0,現金,VM14253093,,厚切嫩牛堡6吋(1)|嫩煎蛋一片(1)
2025/11/25 17:09:54,547,0,FoodPanda,VM14253094,,雙重起司厚牛(1)|蛋沙拉百味(1)
2025/11/25 17:10:48,274,0,信用卡,VM14253095,,厚切嫩牛堡6吋(1)|香烤雞肉堡6吋(1)
2025/11/25 17:11:44,198,0,Line Pay,VM14253096,,嫩切雞肉堡12吋(1)
2025/11/25 17:19:55,159,0,現金,VM14253097,,辣豆瓣嫩牛6吋(1)
2025/11/25 17:22:42,225,0,現金,VM14253098,,哈燒起司總匯堡12吋(1)
2025/11/25 17:28:00,128,0,Line Pay,VM14253099,,百味俱樂部堡6吋(1)
2025/11/25 17:28:54,290,0,信用卡,VM14253100,,香烤雞肉堡12吋(1)|蛋沙拉1球(1)|薯餅(1)
2025/11/25 17:38:28,278,0,信用卡,VM14253101,,厚切嫩牛堡6吋(1)|義大利牛肉丸堡6吋(1)
2025/11/25 17:45:07,128,0,現金,VM14253102,,照燒雞肉堡6吋(1)
2025/11/25 17:50:12,423,0,信用卡,VM14253103,,嫩切雞肉堡12吋(1)|香烤雞肉堡12吋(1)
