時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2026/01/05 08:14:15,164,0,現金,XK36103379,,厚切牛起司蛋堡(2)
2026/01/05 08:15:47,97,0,Line Pay,XK36103380,,起司蛋堡(1)|酪梨泥一球(1)
2026/01/05 08:43:42,328,0,現金,XK36103381,,素食蔬菜堡12吋(2)
2026/01/05 09:17:55,62,0,現金,XK36103382,,火腿起司蛋堡(1)
2026/01/05 09:24:12,0,1683,,00000000,2101130002員工餐0元,哈燒起司總匯堡6吋(1)|三角切片起司一份(1)|素食蔬菜沙拉(1)|香烤雞胸排(1)|酪梨泥一球(1)|蛋沙拉1球(1)|照燒雞肉烤餅6吋(1)|鮮嫩雞柳堡6吋(1)|蛋沙拉1球(1)|照燒雞肉堡6吋(1)|照燒雞肉雙份肉料(1)|蛋沙拉1球(1)|百味俱樂部堡6吋(1)|蛋沙拉1球(1)|嫩煎蛋一片(1)|照燒雞肉堡6吋(1)|蛋沙拉1球(1)|嫩煎蛋一片(1)|燒烤牛肉堡6吋(1)|照燒雞肉雙份肉料(1)|蛋沙拉1球(1)|鮮嫩雞柳堡6吋(1)
2026/01/05 09:46:11,52,0,Line Pay,XK36103383,,起司蛋堡(1)
2026/01/05 09:48:40,110,0,信用卡,XK36103384,,嫩切雞肉堡6吋(1)
2026/01/05 10:07:47,160,0,信用卡,XK36103385,,鮪魚堡6吋(1)|蛋沙拉1球(1)
2026/01/05 10:09:26,164,0,信用卡,XK36103386,,素食蔬菜堡12吋(1)
2026/01/05 10:12:15,278,0,現金,XK36103387,,墨西哥辣牛堡6吋(1)|A套餐(1)|嫩切雞肉堡6吋(1)
2026/01/05 10:25:14,202,0,現金,XK36103388,,套餐厚牛起司蛋(1)|厚切牛起司蛋堡(1)
2026/01/05 10:28:12,160,0,現金,XK36103389,,鮮嫩雞柳堡6吋(1)|蛋沙拉1球(1)
2026/01/05 10:57:45,211,0,FoodPanda,XK36103390,,百味俱樂部(1)
2026/01/05 11:03:33,155,0,現金,XK36103391,,嫩切雞肉堡6吋(1)|蜜桃果茶(1)
2026/01/05 11:06:51,345,0,信用卡,XK36103392,,照燒雞肉堡12吋(1)|餅乾3片(1)|餅乾1片(1)|奶油餅乾(1)
2026/01/05 11:10:45,110,0,信用卡,XK36103393,,嫩切雞肉堡6吋(1)
2026/01/05 11:12:22,230,0,現金,XK36103394,,香烤雞肉堡6吋(1)|酪梨泥一球(1)|C套餐(1)
2026/01/05 11:17:39,375,0,信用卡,XK36103395,,鷹嘴豆泥餅堡6吋(1)|蛋沙拉1球(1)|酪梨泥一球(1)|鷹嘴豆泥餅堡6吋(1)|酪梨泥一球(1)
2026/01/05 11:24:15,326,0,Line Pay,XK36103396,,燒烤牛肉堡12吋(1)|美式咖啡熱(2)
2026/01/05 11:25:28,125,0,信用卡,XK36103397,,哈燒起司總匯堡6吋(1)
2026/01/05 11:31:12,406,0,現金,XK36103398,,哈燒起司總匯堡12吋(1)|照燒雞肉堡6吋(1)|A套餐(1)
2026/01/05 11:38:44,471,0,Line Pay,XK36103399,,厚切嫩牛堡12吋(1)|香烤雞肉堡6吋(1)|D套餐(1)
2026/01/05 12:02:14,225,0,現金,XK36103400,,鮮嫩雞柳堡12吋(1)
2026/01/05 12:05:01,363,0,現金,XK36103401,,燒烤牛肉烤餅6吋(1)|義大利牛肉丸堡6吋(1)|F套餐(1)
2026/01/05 12:09:36,222,0,Line Pay,XK36103402,,D套餐(1)|燒烤牛肉堡6吋(1)
2026/01/05 12:10:38,128,0,信用卡,XK36103403,,照燒雞肉堡6吋(1)
2026/01/05 12:11:06,277,0,現金,XK36103404,,墨西哥辣牛堡12吋(1)|蛋沙拉1球(2)
2026/01/05 12:16:07,215,0,現金,XK36103405,,鮪魚堡6吋(1)|蛋沙拉1球(1)|C套餐(1)
2026/01/05 12:23:08,288,0,信用卡,XK36103406,,厚切嫩牛烤餅12吋(1)
2026/01/05 12:26:19,125,0,信用卡,XK36103407,,鮮嫩雞柳堡6吋(1)
2026/01/05 12:27:14,274,0,現金,XK36103408,,鮮嫩雞柳堡6吋(1)|厚切嫩牛堡6吋(1)
2026/01/05 12:32:55,115,0,現金,XK36103409,,墨西哥辣牛堡6吋(1)
2026/01/05 12:44:56,140,0,現金,XK36103410,,火腿堡6吋(1)|蛋沙拉1球(1)
2026/01/05 12:46:56,147,0,Line Pay,XK36103411,,嫩雞沙拉捲餅(1)|酪梨泥一球(1)
2026/01/05 12:48:46,295,0,現金,XK36103412,,雙重起司厚牛6吋(1)|F套餐(1)|厚切嫩牛雙份肉料(1)
2026/01/05 12:57:18,167,0,信用卡,XK36103413,,素食蔬菜堡6吋(1)|D套餐(1)
2026/01/05 12:59:15,125,0,現金,XK36103414,,鮪魚堡6吋(1)
2026/01/05 13:03:30,128,0,信用卡,XK36103415,,照燒雞肉堡6吋(1)
