時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2025/11/22 08:11:06,268,0,現金,VM14252516,,厚切嫩牛堡12吋(1)
2025/11/22 08:12:22,460,0,現金,VM14252517,,燒烤牛肉堡12吋(1)|火腿堡6吋(1)|火腿堡6吋(1)
2025/11/22 08:19:52,186,0,現金,VM14252518,,套餐起司蛋(1)|套餐厚牛起司蛋(1)
2025/11/22 08:23:34,149,0,現金,VM14252519,,厚切嫩牛堡6吋(1)
2025/11/22 08:25:31,108,0,現金,VM14252520,,套餐厚牛起司蛋(1)
2025/11/22 08:31:03,154,0,現金,VM14252521,,培根起司蛋堡(1)|厚切牛起司蛋堡(1)
2025/11/22 08:31:52,125,0,現金,VM14252522,,香烤雞肉堡6吋(1)
2025/11/22 08:34:51,170,0,現金,VM14252523,,照燒雞肉沙拉(1)
2025/11/22 08:40:10,288,0,現金,VM14252524,,燒烤牛肉堡6吋(1)|厚切嫩牛堡6吋(1)
2025/11/22 08:41:10,186,0,現金,VM14252525,,套餐起司蛋(1)|套餐厚牛起司蛋(1)
2025/11/22 08:46:38,360,0,現金,VM14252526,,哈燒起司總匯堡6吋(1)|照燒雞肉堡6吋(1)|厚切牛起司蛋堡(1)|餅乾1片(1)
2025/11/22 09:13:19,318,0,現金,VM14252527,,套餐厚牛起司蛋(1)|套餐培根起司蛋(1)|套餐火腿起司蛋(1)
2025/11/22 09:20:31,88,0,現金,VM14252528,,套餐火腿起司蛋(1)
2025/11/22 09:24:01,128,0,現金,VM14252529,,百味俱樂部堡6吋(1)
2025/11/22 09:28:02,432,0,現金,VM14252530,,套餐厚牛起司蛋(4)
2025/11/22 09:47:09,94,0,現金,VM14252531,,BLT捲餅(1)
2025/11/22 09:50:37,216,0,現金,VM14252532,,套餐厚牛起司蛋(1)|套餐厚牛起司蛋(1)
2025/11/22 10:03:53,60,0,現金,VM14252533,,餅乾3片(1)
2025/11/22 10:08:02,128,0,現金,VM14252534,,照燒雞肉堡6吋(1)
2025/11/22 10:09:00,25,0,現金,VM14252535,,餅乾1片(1)
2025/11/22 10:10:35,242,0,現金,VM14252536,,厚切嫩牛堡6吋(1)|酪梨泥一球(1)|A套餐(1)
2025/11/22 10:13:01,228,0,現金,VM14252537,,起司蛋堡(1)|起司蛋堡(1)|起司蛋堡(1)|培根起司蛋堡(1)
2025/11/22 10:16:37,242,0,現金,VM14252538,,辣豆瓣嫩牛6吋(1)|蛋沙拉1球(1)|A套餐(1)
2025/11/22 10:20:29,178,0,現金,VM14252539,,鮪魚堡6吋(1)|A套餐(1)
2025/11/22 10:25:50,250,0,現金,VM14252540,,鮮嫩雞柳堡6吋(2)
2025/11/22 10:30:43,225,0,現金,VM14252541,,香烤雞肉堡6吋(1)|酪梨泥一球(1)|C套餐(1)
2025/11/22 10:37:27,88,0,現金,VM14252542,,套餐火腿起司蛋(1)
2025/11/22 10:41:23,163,0,現金,VM14252543,,墨西哥辣牛堡6吋(1)|A套餐(1)
2025/11/22 10:44:28,339,0,現金,VM14252544,,墨西哥辣牛堡6吋(1)|C套餐(1)|拿鐵熱(1)|嫩雞沙拉捲餅(1)
2025/11/22 10:51:39,389,0,現金,VM14252545,,燒烤牛肉堡6吋(1)|香烤雞肉堡6吋(1)|蛋沙拉1球(2)|C套餐(1)
2025/11/22 10:55:36,158,0,現金,VM14252546,,義大利經典堡6吋(1)|三角切片起司一份(1)
2025/11/22 10:57:52,209,0,現金,VM14252547,,厚切牛起司蛋堡(2)|酪梨泥一球(1)
2025/11/22 11:02:37,351,0,現金,VM14252548,,辣豆瓣嫩牛12吋(1)|G套餐(1)
2025/11/22 11:05:19,108,0,現金,VM14252549,,套餐厚牛起司蛋(1)
2025/11/22 11:06:16,225,0,現金,VM14252550,,香烤雞肉堡12吋(1)
