時間,交易金額,折扣金額,種類,發票編號,客戶編號,品項
2025/12/03 08:03:32,98,0,信用卡,VM14254244,,套餐培根起司蛋(1)
2025/12/03 08:06:53,98,0,現金,VM14254245,,套餐培根起司蛋(1)
2025/12/03 08:07:50,78,0,Line Pay,VM14254246,,套餐起司蛋(1)
2025/12/03 08:15:22,319,0,現金,VM14254247,,照燒雞肉堡6吋(1)|照燒雞肉雙份肉料(1)|培根1條(1)|培根1條(1)|嫩煎蛋一片(1)|C套餐(1)
2025/12/03 08:24:45,108,0,現金,VM14254248,,套餐厚牛起司蛋(1)
2025/12/03 08:29:09,123,0,現金,VM14254249,,套餐起司蛋(1)|酪梨泥一球(1)
2025/12/03 08:31:43,220,0,現金,VM14254250,,鮮嫩雞柳堡6吋(1)|酪梨泥一球(1)|拿鐵熱(1)
2025/12/03 08:33:44,107,0,現金,VM14254251,,火腿起司蛋堡(1)|酪梨泥一球(1)
2025/12/03 08:36:48,190,0,Line Pay,VM14254252,,義大利經典堡6吋(1)|C套餐(1)
2025/12/03 08:49:18,213,0,現金,VM14254253,,B套餐(1)|香烤雞肉堡6吋(1)|嫩煎蛋一片(1)
2025/12/03 09:15:06,128,0,Line Pay,VM14254254,,百味俱樂部堡6吋(1)
2025/12/03 09:40:42,435,0,FoodPanda,VM14254255,,義大利牛肉丸(1)|墨西哥辣牛(1)
2025/12/03 09:44:47,219,0,FoodPanda,VM14254256,,義大利經典(1)
2025/12/03 09:49:26,240,0,UberEats,VM14254257,,6吋墨西哥辣牛潛艇堡 6-Inch Taco Beef Sub(1)
2025/12/03 09:51:46,258,0,現金,VM14254258,,套餐火腿起司蛋(1)|套餐火腿起司蛋(1)|蛋沙拉1球(2)
2025/12/03 10:08:04,419,0,UberEats,VM14254259,,6吋照燒雞肉潛艇堡 6-Inch Chicken Teriyaki Sub(1)|6吋義大利牛肉丸潛艇堡 6-Inch Roast Beef Sub(1)
2025/12/03 10:09:22,218,0,現金,VM14254260,,鮪魚沙拉(1)|鮪魚雙份肉料(1)
2025/12/03 10:17:30,108,0,Line Pay,VM14254261,,套餐厚牛起司蛋(1)
2025/12/03 10:55:28,82,0,信用卡,VM14254266,,厚切牛起司蛋堡(1)
2025/12/03 10:41:11,180,0,現金,VM14254262,,蛋沙拉堡6吋(1)|餅乾3片(1)
2025/12/03 10:43:39,163,0,現金,VM14254263,,照燒雞肉堡6吋(1)|蛋沙拉1球(1)
2025/12/03 10:46:07,385,0,現金,VM14254264,,嫩雞沙拉捲餅(1)|嫩切雞肉堡12吋(1)|F套餐(1)
2025/12/03 10:52:50,170,0,現金,VM14254265,,鮪魚堡6吋(1)|酪梨泥一球(1)
2025/12/03 11:01:44,412,0,FoodPanda,VM14254267,,鮪魚(1)|鮪魚(1)
2025/12/03 11:03:28,1042,0,UberEats,VM14254268,,6吋百味俱樂部潛艇堡 6-Inch Subway ClubTM Sub(1)|6吋百味俱樂部潛艇堡 6-Inch Subway ClubTM Sub(1)|6吋照燒雞肉潛艇堡 6-Inch Chicken Teriyaki Sub(1)|6吋鮪魚潛艇堡 6-Inch Tuna Sub(1)|6吋百味俱樂部潛艇堡 6-Inch Subway ClubTM Sub(1)
2025/12/03 11:14:21,203,0,現金,VM14254269,,D套餐(1)|哈燒起司總匯堡6吋(1)
2025/12/03 11:15:28,268,0,Line Pay,VM14254270,,厚切嫩牛堡12吋(1)
2025/12/03 11:21:14,211,0,UberEats,VM14254271,,6吋百味俱樂部潛艇堡 6-Inch Subway ClubTM Sub(1)
2025/12/03 11:27:13,264,0,現金,VM14254272,,鮮嫩雞柳堡6吋(1)|燒烤牛肉堡6吋(1)
2025/12/03 11:31:07,140,0,現金,VM14254273,,火腿堡6吋(1)|蛋沙拉1球(1)
2025/12/03 11:40:26,0,82,,00000000,2101130002員工餐0元,厚切牛起司蛋堡(1)
2025/12/03 11:54:06,253,0,信用卡,VM14254274,,哈燒起司總匯堡6吋(1)|百味俱樂部堡6吋(1)
2025/12/03 11:57:56,182,0,現金,VM14254275,,義大利牛肉丸堡6吋(1)|A套餐(1)
2025/12/03 12:00:43,160,0,現金,VM14254276,,香烤雞肉堡6吋(1)|蛋沙拉1球(1)
2025/12/03 12:01:57,145,0,現金,VM14254277,,嫩切雞肉堡6吋(1)|蛋沙拉1球(1)
2025/12/03 12:03:24,163,0,現金,VM14254278,,鮪魚沙拉(1)
2025/12/03 12:04:36,647,0,UberEats,VM14254279,,6吋墨西哥辣牛潛艇堡 6-Inch Taco Beef Sub(1)|6吋雙重起司厚切嫩牛潛艇堡 6-Inch Diced Beef with Double Cheese Sub(1)|6吋墨西哥辣牛潛艇堡 6-Inch Taco Beef Sub(1)
2025/12/03 12:05:46,125,0,現金,VM14254280,,鮪魚堡6吋(1)
2025/12/03 12:12:18,135,0,Line Pay,VM14254281,,香烤雞肉烤餅6吋(1)
2025/12/03 12:13:18,198,0,現金,VM14254282,,嫩切雞肉堡12吋(1)
2025/12/03 12:22:05,203,0,Line Pay,VM14254283,,D套餐(1)|鮪魚堡6吋(1)
2025/12/03 12:24:43,184,0,信用卡,VM14254284,,厚切嫩牛堡6吋(1)|嫩煎蛋一片(1)
2025/12/03 12:26:50,160,0,Line Pay,VM14254285,,鮮嫩雞柳堡6吋(1)|蛋沙拉1球(1)
2025/12/03 12:37:14,279,0,Line Pay,VM14254286,,厚切嫩牛烤餅6吋(1)|嫩煎蛋一片(1)|F套餐(1)
2025/12/03 12:52:32,244,0,Line Pay,VM14254287,,厚切嫩牛堡6吋(1)|蛋沙拉1球(1)|餅乾3片(1)
2025/12/03 12:56:01,69,0,Line Pay,VM14254288,,蘑菇濃湯(1)
2025/12/03 13:04:22,284,0,現金,VM14254289,,嫩雞沙拉捲餅(1)|墨西哥辣牛堡6吋(1)|C套餐(1)
2025/12/03 13:11:52,248,0,Line Pay,VM14254290,,鮪魚堡6吋(1)|酪梨泥一球(1)|D套餐(1)
2025/12/03 13:15:43,125,0,信用卡,VM14254291,,鮮嫩雞柳堡6吋(1)
2025/12/03 13:24:35,207,0,現金,VM14254292,,墨西哥辣牛堡12吋(1)
2025/12/03 13:32:51,120,0,現金,VM14254293,,餅乾3片(1)|餅乾3片(1)
2025/12/03 13:44:49,197,0,信用卡,VM14254294,,厚切嫩牛堡6吋(1)|A套餐(1)
2025/12/03 13:46:23,374,0,現金,VM14254295,,嫩切雞肉堡6吋(1)|厚切嫩牛堡6吋(1)|蛋沙拉1球(1)|C套餐(1)|薯片(1)
2025/12/03 13:58:22,278,0,現金,VM14254296,,義大利牛肉丸堡6吋(1)|厚切嫩牛堡6吋(1)
2025/12/03 13:59:12,316,0,Line Pay,VM14254297,,燒烤牛肉堡6吋(1)|義大利牛肉丸堡6吋(1)|A套餐(1)
2025/12/03 14:01:09,158,0,Line Pay,VM14254298,,嫩切雞肉堡6吋(1)|A套餐(1)
2025/12/03 14:07:11,225,0,信用卡,VM14254299,,鮮嫩雞柳堡12吋(1)
2025/12/03 14:13:25,115,0,現金,VM14254300,,墨西哥辣牛堡6吋(1)
2025/12/03 14:24:19,394,0,信用卡,VM14254301,,辣豆瓣嫩牛12吋(1)|D套餐(1)|588ml鹼性離子水(1)
2025/12/03 14:32:31,277,0,FoodPanda,VM14254302,,義大利經典(1)|外送單點(1)|外送單點(1)
2025/12/03 14:33:41,195,0,信用卡,VM14254303,,鮪魚堡6吋(1)|G套餐(1)
2025/12/03 14:40:35,200,0,現金,VM14254304,,薯片(8)
2025/12/03 14:40:54,220,0,現金,VM14254305,,鮮嫩雞柳烤餅6吋(1)|餅乾3片(1)|餅乾1片(1)
2025/12/03 14:43:19,244,0,信用卡,VM14254306,,墨西哥辣牛堡6吋(1)|義大利牛肉丸堡6吋(1)
2025/12/03 15:08:52,0,1096,,00000000,2101130002員工餐0元,嫩切雞肉堡12吋(1)|BLT捲餅(1)|嫩雞沙拉捲餅(1)|厚切嫩牛堡6吋(1)|素食蔬菜堡6吋(1)|嫩切雞肉堡6吋(1)|厚切嫩牛堡6吋(1)|嫩煎蛋一片(2)|熱帶水果汁飲料(1)|蜜桃果茶(1)|樹頂100%蘋果汁玻璃瓶(1)
2025/12/03 15:13:30,193,0,現金,VM14254307,,照燒雞肉堡6吋(1)|B套餐(1)
2025/12/03 15:25:53,301,0,Line Pay,VM14254308,,香烤雞肉堡6吋(1)|照燒雞肉堡6吋(1)|A套餐(1)
2025/12/03 15:29:57,128,0,現金,VM14254309,,火腿堡6吋(1)|培根1條(1)
2025/12/03 15:39:00,206,0,UberEats,VM14254310,,6吋香烤雞肉潛艇堡 6-Inch Roasted Chicken Breast Sub(1)
2025/12/03 15:49:34,225,0,FoodPanda,VM14254311,,墨西哥辣牛(1)
2025/12/03 16:21:30,163,0,現金,VM14254312,,嫩切雞肉堡6吋(1)|A套餐(1)
2025/12/03 16:42:41,362,0,現金,VM14254313,,嫩切雞肉堡6吋(1)|蛋沙拉1球(1)|燒烤牛肉堡6吋(1)|D套餐(1)
2025/12/03 17:01:37,139,0,信用卡,VM14254314,,燒烤牛肉堡6吋(1)
2025/12/03 17:06:32,205,0,現金,VM14254315,,鮮嫩雞柳烤餅6吋(1)|嫩煎蛋一片(1)|蛋沙拉1球(1)
2025/12/03 17:11:19,202,0,現金,VM14254316,,嫩雞沙拉捲餅(1)|嫩煎蛋一片(1)|G套餐(1)
2025/12/03 17:13:01,203,0,現金,VM14254317,,香烤雞肉堡6吋(1)|D套餐(1)
2025/12/03 17:14:54,227,0,現金,VM14254318,,厚切嫩牛堡6吋(1)|E套餐(1)
2025/12/03 17:18:58,286,0,現金,VM14254319,,蛋沙拉堡12吋(1)|嫩煎蛋一片(1)|嫩煎蛋一片(1)
2025/12/03 17:26:35,302,0,信用卡,VM14254320,,素食蔬菜堡12吋(1)|蘑菇濃湯(2)
2025/12/03 17:31:07,242,0,UberEats,VM14254321,,6吋義大利經典潛艇堡 6-Inch Italian B.M.T.TM Sub(1)|單點薯片 Chips(1)
2025/12/03 17:38:43,446,0,FoodPanda,VM14254322,,嫩切雞肉(1)|雙重起司厚牛(1)
2025/12/03 17:40:06,139,0,現金,VM14254323,,燒烤牛肉堡6吋(1)
2025/12/03 17:43:55,340,0,現金,VM14254324,,鮪魚堡6吋(1)|鮮嫩雞柳堡6吋(1)|酪梨泥一球(1)|酪梨泥一球(1)
2025/12/03 17:46:27,69,0,現金,VM14254325,,蘑菇濃湯(1)
